 v-sweep         Vin             Vout           
 8.65800000e-01  8.65800000e-01  3.54930794e-01 
 8.67600000e-01  8.67600000e-01  3.56700447e-01 
 8.69400000e-01  8.69400000e-01  3.58468514e-01 
 8.71200000e-01  8.71200000e-01  3.60234892e-01 
 8.73000000e-01  8.73000000e-01  3.61999466e-01 
 8.74800000e-01  8.74800000e-01  3.63762117e-01 
 8.76600000e-01  8.76600000e-01  3.65522718e-01 
 8.78400000e-01  8.78400000e-01  3.67281133e-01 
 8.80200000e-01  8.80200000e-01  3.69037219e-01 
 8.82000000e-01  8.82000000e-01  3.70790823e-01 
 8.83800000e-01  8.83800000e-01  3.72541784e-01 
 8.85600000e-01  8.85600000e-01  3.74289929e-01 
 8.87400000e-01  8.87400000e-01  3.76035077e-01 
 8.89200000e-01  8.89200000e-01  3.77777035e-01 
 8.91000000e-01  8.91000000e-01  3.79515601e-01 
 8.92800000e-01  8.92800000e-01  3.81250559e-01 
 8.94600000e-01  8.94600000e-01  3.82981682e-01 
 8.96400000e-01  8.96400000e-01  3.84708730e-01 
 8.98200000e-01  8.98200000e-01  3.86431453e-01 
 9.00000000e-01  9.00000000e-01  3.88149584e-01 
 9.01800000e-01  9.01800000e-01  3.89862844e-01 
 9.03600000e-01  9.03600000e-01  3.91570941e-01 
 9.05400000e-01  9.05400000e-01  3.93273567e-01 
 9.07200000e-01  9.07200000e-01  3.94970403e-01 
 9.09000000e-01  9.09000000e-01  3.96661111e-01 
 9.10800000e-01  9.10800000e-01  3.98345341e-01 
 9.12600000e-01  9.12600000e-01  4.00022729e-01 
 9.14400000e-01  9.14400000e-01  4.01692894e-01 
 9.16200000e-01  9.16200000e-01  4.03355444e-01 
 9.18000000e-01  9.18000000e-01  4.05009969e-01 
 9.19800000e-01  9.19800000e-01  4.06656049e-01 
 9.21600000e-01  9.21600000e-01  4.08293248e-01 
 9.23400000e-01  9.23400000e-01  4.09921119e-01 
 9.25200000e-01  9.25200000e-01  4.11539203e-01 
 9.27000000e-01  9.27000000e-01  4.13147030e-01 
 9.28800000e-01  9.28800000e-01  4.14744120e-01 
 9.30600000e-01  9.30600000e-01  4.16329986e-01 
 9.32400000e-01  9.32400000e-01  4.17904131e-01 
 9.34200000e-01  9.34200000e-01  4.19466057e-01 
 9.36000000e-01  9.36000000e-01  4.21015257e-01 
 9.37800000e-01  9.37800000e-01  4.22551225e-01 
 9.39600000e-01  9.39600000e-01  4.24073455e-01 
 9.41400000e-01  9.41400000e-01  4.25581441e-01 
 9.43200000e-01  9.43200000e-01  4.27074683e-01 
 9.45000000e-01  9.45000000e-01  4.28552684e-01 
 9.46800000e-01  9.46800000e-01  4.30014959e-01 
 9.48600000e-01  9.48600000e-01  4.31461030e-01 
 9.50400000e-01  9.50400000e-01  4.32890434e-01 
 9.52200000e-01  9.52200000e-01  4.34302719e-01 
 9.54000000e-01  9.54000000e-01  4.35697453e-01 
 9.55800000e-01  9.55800000e-01  4.37074220e-01 
 9.57600000e-01  9.57600000e-01  4.38432623e-01 
 9.59400000e-01  9.59400000e-01  4.39772288e-01 
 9.61200000e-01  9.61200000e-01  4.41092861e-01 
 9.63000000e-01  9.63000000e-01  4.42394012e-01 
 9.64800000e-01  9.64800000e-01  4.43675435e-01 
 9.66600000e-01  9.66600000e-01  4.44936848e-01 
 9.68400000e-01  9.68400000e-01  4.46177993e-01 
 9.70200000e-01  9.70200000e-01  4.47398639e-01 
 9.72000000e-01  9.72000000e-01  4.48598582e-01 
 9.73800000e-01  9.73800000e-01  4.49777642e-01 
 9.75600000e-01  9.75600000e-01  4.50935668e-01 
 9.77400000e-01  9.77400000e-01  4.52072536e-01 
 9.79200000e-01  9.79200000e-01  4.53188153e-01 
 9.81000000e-01  9.81000000e-01  4.54282451e-01 
 9.82800000e-01  9.82800000e-01  4.55355394e-01 
 9.84600000e-01  9.84600000e-01  4.56406975e-01 
 9.86400000e-01  9.86400000e-01  4.57437218e-01 
 9.88200000e-01  9.88200000e-01  4.58446175e-01 
 9.90000000e-01  9.90000000e-01  4.59433929e-01 
 9.91800000e-01  9.91800000e-01  4.60400588e-01 
 9.93600000e-01  9.93600000e-01  4.61346290e-01 
 9.95400000e-01  9.95400000e-01  4.62271200e-01 
 9.97200000e-01  9.97200000e-01  4.63175501e-01 
 9.99000000e-01  9.99000000e-01  4.64059411e-01 
 1.00080000e+00  1.00080000e+00  4.64923159e-01 
 1.00260000e+00  1.00260000e+00  4.65766999e-01 
 1.00440000e+00  1.00440000e+00  4.66591200e-01 
 1.00620000e+00  1.00620000e+00  4.67396051e-01 
 1.00800000e+00  1.00800000e+00  4.68181852e-01 
 1.00980000e+00  1.00980000e+00  4.68948917e-01 
 1.01160000e+00  1.01160000e+00  4.69697571e-01 
 1.01340000e+00  1.01340000e+00  4.70428150e-01 
 1.01520000e+00  1.01520000e+00  4.71140995e-01 
 1.01700000e+00  1.01700000e+00  4.71836457e-01 
 1.01880000e+00  1.01880000e+00  4.72514889e-01 
 1.02060000e+00  1.02060000e+00  4.73176650e-01 
 1.02240000e+00  1.02240000e+00  4.73822101e-01 
 1.02420000e+00  1.02420000e+00  4.74451604e-01 
 1.02600000e+00  1.02600000e+00  4.75065522e-01 
 1.02780000e+00  1.02780000e+00  4.75664217e-01 
 1.02960000e+00  1.02960000e+00  4.76248051e-01 
 1.03140000e+00  1.03140000e+00  4.76817383e-01 
 1.03320000e+00  1.03320000e+00  4.77372569e-01 
 1.03500000e+00  1.03500000e+00  4.77913962e-01 
 1.03680000e+00  1.03680000e+00  4.78441912e-01 
 1.03860000e+00  1.03860000e+00  4.78956761e-01 
 1.04040000e+00  1.04040000e+00  4.79458851e-01 
 1.04220000e+00  1.04220000e+00  4.79948514e-01 
 1.04400000e+00  1.04400000e+00  4.80426080e-01 
 1.04580000e+00  1.04580000e+00  4.80891872e-01 
 1.04760000e+00  1.04760000e+00  4.81346206e-01 
 1.04940000e+00  1.04940000e+00  4.81789391e-01 
 1.05120000e+00  1.05120000e+00  4.82221733e-01 
 1.05300000e+00  1.05300000e+00  4.82643527e-01 
 1.05480000e+00  1.05480000e+00  4.83055065e-01 
 1.05660000e+00  1.05660000e+00  4.83456629e-01 
 1.05840000e+00  1.05840000e+00  4.83848497e-01 
 1.06020000e+00  1.06020000e+00  4.84230939e-01 
 1.06200000e+00  1.06200000e+00  4.84604217e-01 
 1.06380000e+00  1.06380000e+00  4.84968589e-01 
 1.06560000e+00  1.06560000e+00  4.85324304e-01 
 1.06740000e+00  1.06740000e+00  4.85671605e-01 
 1.06920000e+00  1.06920000e+00  4.86010729e-01 
 1.07100000e+00  1.07100000e+00  4.86341906e-01 
 1.07280000e+00  1.07280000e+00  4.86665359e-01 
 1.07460000e+00  1.07460000e+00  4.86981305e-01 
 1.07640000e+00  1.07640000e+00  4.87289957e-01 
 1.07820000e+00  1.07820000e+00  4.87591519e-01 
 1.08000000e+00  1.08000000e+00  4.87886190e-01 
 1.08180000e+00  1.08180000e+00  4.88174163e-01 
 1.08360000e+00  1.08360000e+00  4.88455627e-01 
 1.08540000e+00  1.08540000e+00  4.88730764e-01 
 1.08720000e+00  1.08720000e+00  4.88999749e-01 
 1.08900000e+00  1.08900000e+00  4.89262756e-01 
 1.09080000e+00  1.09080000e+00  4.89519949e-01 
 1.09260000e+00  1.09260000e+00  4.89771491e-01 
 1.09440000e+00  1.09440000e+00  4.90017537e-01 
 1.09620000e+00  1.09620000e+00  4.90258240e-01 
 1.09800000e+00  1.09800000e+00  4.90493746e-01 
 1.09980000e+00  1.09980000e+00  4.90724199e-01 
 1.10160000e+00  1.10160000e+00  4.90949736e-01 
 1.10340000e+00  1.10340000e+00  4.91170491e-01 
 1.10520000e+00  1.10520000e+00  4.91386595e-01 
 1.10700000e+00  1.10700000e+00  4.91598173e-01 
 1.10880000e+00  1.10880000e+00  4.91805348e-01 
 1.11060000e+00  1.11060000e+00  4.92008238e-01 
 1.11240000e+00  1.11240000e+00  4.92206957e-01 
 1.11420000e+00  1.11420000e+00  4.92401616e-01 
 1.11600000e+00  1.11600000e+00  4.92592325e-01 
 1.11780000e+00  1.11780000e+00  4.92779187e-01 
 1.11960000e+00  1.11960000e+00  4.92962303e-01 
 1.12140000e+00  1.12140000e+00  4.93141772e-01 
 1.12320000e+00  1.12320000e+00  4.93317689e-01 
 1.12500000e+00  1.12500000e+00  4.93490146e-01 
 1.12680000e+00  1.12680000e+00  4.93659234e-01 
 1.12860000e+00  1.12860000e+00  4.93825038e-01 
 1.13040000e+00  1.13040000e+00  4.93987643e-01 
 1.13220000e+00  1.13220000e+00  4.94147132e-01 
 1.13400000e+00  1.13400000e+00  4.94303582e-01 
 1.13580000e+00  1.13580000e+00  4.94457071e-01 
 1.13760000e+00  1.13760000e+00  4.94607674e-01 
 1.13940000e+00  1.13940000e+00  4.94755463e-01 
 1.14120000e+00  1.14120000e+00  4.94900507e-01 
 1.14300000e+00  1.14300000e+00  4.95042876e-01 
 1.14480000e+00  1.14480000e+00  4.95182635e-01 
 1.14660000e+00  1.14660000e+00  4.95319848e-01 
 1.14840000e+00  1.14840000e+00  4.95454578e-01 
 1.15020000e+00  1.15020000e+00  4.95586885e-01 
 1.15200000e+00  1.15200000e+00  4.95716827e-01 
 1.15380000e+00  1.15380000e+00  4.95844462e-01 
 1.15560000e+00  1.15560000e+00  4.95969845e-01 
 1.15740000e+00  1.15740000e+00  4.96093030e-01 
 1.15920000e+00  1.15920000e+00  4.96214069e-01 
 1.16100000e+00  1.16100000e+00  4.96333012e-01 
 1.16280000e+00  1.16280000e+00  4.96449909e-01 
 1.16460000e+00  1.16460000e+00  4.96564807e-01 
 1.16640000e+00  1.16640000e+00  4.96677753e-01 
 1.16820000e+00  1.16820000e+00  4.96788792e-01 
 1.17000000e+00  1.17000000e+00  4.96897969e-01 
 1.17180000e+00  1.17180000e+00  4.97005325e-01 
 1.17360000e+00  1.17360000e+00  4.97110902e-01 
 1.17540000e+00  1.17540000e+00  4.97214740e-01 
 1.17720000e+00  1.17720000e+00  4.97316879e-01 
 1.17900000e+00  1.17900000e+00  4.97417356e-01 
 1.18080000e+00  1.18080000e+00  4.97516210e-01 
 1.18260000e+00  1.18260000e+00  4.97613475e-01 
 1.18440000e+00  1.18440000e+00  4.97709186e-01 
 1.18620000e+00  1.18620000e+00  4.97803379e-01 
 1.18800000e+00  1.18800000e+00  4.97896086e-01 
 1.18980000e+00  1.18980000e+00  4.97987339e-01 
 1.19160000e+00  1.19160000e+00  4.98077170e-01 
 1.19340000e+00  1.19340000e+00  4.98165609e-01 
 1.19520000e+00  1.19520000e+00  4.98252686e-01 
 1.19700000e+00  1.19700000e+00  4.98338431e-01 
 1.19880000e+00  1.19880000e+00  4.98422871e-01 
 1.20060000e+00  1.20060000e+00  4.98506033e-01 
 1.20240000e+00  1.20240000e+00  4.98587946e-01 
 1.20420000e+00  1.20420000e+00  4.98668634e-01 
 1.20600000e+00  1.20600000e+00  4.98748123e-01 
 1.20780000e+00  1.20780000e+00  4.98826438e-01 
 1.20960000e+00  1.20960000e+00  4.98903602e-01 
 1.21140000e+00  1.21140000e+00  4.98979640e-01 
 1.21320000e+00  1.21320000e+00  4.99054575e-01 
 1.21500000e+00  1.21500000e+00  4.99128428e-01 
 1.21680000e+00  1.21680000e+00  4.99201221e-01 
 1.21860000e+00  1.21860000e+00  4.99272976e-01 
 1.22040000e+00  1.22040000e+00  4.99343713e-01 
 1.22220000e+00  1.22220000e+00  4.99413453e-01 
 1.22400000e+00  1.22400000e+00  4.99482214e-01 
 1.22580000e+00  1.22580000e+00  4.99550017e-01 
 1.22760000e+00  1.22760000e+00  4.99616879e-01 
 1.22940000e+00  1.22940000e+00  4.99682820e-01 
 1.23120000e+00  1.23120000e+00  4.99747857e-01 
 1.23300000e+00  1.23300000e+00  4.99812007e-01 
 1.23480000e+00  1.23480000e+00  4.99875287e-01 
 1.23660000e+00  1.23660000e+00  4.99937714e-01 
 1.23840000e+00  1.23840000e+00  4.99999304e-01 
 1.24020000e+00  1.24020000e+00  5.00060073e-01 
 1.24200000e+00  1.24200000e+00  5.00120036e-01 
 1.24380000e+00  1.24380000e+00  5.00179208e-01 
 1.24560000e+00  1.24560000e+00  5.00237604e-01 
 1.24740000e+00  1.24740000e+00  5.00295238e-01 
 1.24920000e+00  1.24920000e+00  5.00352125e-01 
 1.25100000e+00  1.25100000e+00  5.00408277e-01 
 1.25280000e+00  1.25280000e+00  5.00463708e-01 
 1.25460000e+00  1.25460000e+00  5.00518431e-01 
 1.25640000e+00  1.25640000e+00  5.00572460e-01 
 1.25820000e+00  1.25820000e+00  5.00625806e-01 
 1.26000000e+00  1.26000000e+00  5.00678482e-01 
 1.26180000e+00  1.26180000e+00  5.00730499e-01 
 1.26360000e+00  1.26360000e+00  5.00781869e-01 
 1.26540000e+00  1.26540000e+00  5.00832604e-01 
 1.26720000e+00  1.26720000e+00  5.00882714e-01 
 1.26900000e+00  1.26900000e+00  5.00932211e-01 
 1.27080000e+00  1.27080000e+00  5.00981106e-01 
 1.27260000e+00  1.27260000e+00  5.01029408e-01 
 1.27440000e+00  1.27440000e+00  5.01077127e-01 
 1.27620000e+00  1.27620000e+00  5.01124275e-01 
 1.27800000e+00  1.27800000e+00  5.01170859e-01 
 1.27980000e+00  1.27980000e+00  5.01216891e-01 
 1.28160000e+00  1.28160000e+00  5.01262379e-01 
 1.28340000e+00  1.28340000e+00  5.01307333e-01 
 1.28520000e+00  1.28520000e+00  5.01351761e-01 
 1.28700000e+00  1.28700000e+00  5.01395672e-01 
 1.28880000e+00  1.28880000e+00  5.01439074e-01 
 1.29060000e+00  1.29060000e+00  5.01481977e-01 
 1.29240000e+00  1.29240000e+00  5.01524388e-01 
 1.29420000e+00  1.29420000e+00  5.01566315e-01 
 1.29600000e+00  1.29600000e+00  5.01607766e-01 
 1.29780000e+00  1.29780000e+00  5.01648749e-01 
 1.29960000e+00  1.29960000e+00  5.01689272e-01 
 1.30140000e+00  1.30140000e+00  5.01729341e-01 
 1.30320000e+00  1.30320000e+00  5.01768963e-01 
 1.30500000e+00  1.30500000e+00  5.01808147e-01 
 1.30680000e+00  1.30680000e+00  5.01846899e-01 
 1.30860000e+00  1.30860000e+00  5.01885226e-01 
 1.31040000e+00  1.31040000e+00  5.01923134e-01 
 1.31220000e+00  1.31220000e+00  5.01960630e-01 
 1.31400000e+00  1.31400000e+00  5.01997721e-01 
 1.31580000e+00  1.31580000e+00  5.02034412e-01 
 1.31760000e+00  1.31760000e+00  5.02070710e-01 
 1.31940000e+00  1.31940000e+00  5.02106621e-01 
 1.32120000e+00  1.32120000e+00  5.02142150e-01 
 1.32300000e+00  1.32300000e+00  5.02177304e-01 
 1.32480000e+00  1.32480000e+00  5.02212088e-01 
 1.32660000e+00  1.32660000e+00  5.02246508e-01 
 1.32840000e+00  1.32840000e+00  5.02280569e-01 
 1.33020000e+00  1.33020000e+00  5.02314277e-01 
 1.33200000e+00  1.33200000e+00  5.02347636e-01 
 1.33380000e+00  1.33380000e+00  5.02380653e-01 
 1.33560000e+00  1.33560000e+00  5.02413331e-01 
 1.33740000e+00  1.33740000e+00  5.02445677e-01 
 1.33920000e+00  1.33920000e+00  5.02477694e-01 
 1.34100000e+00  1.34100000e+00  5.02509389e-01 
 1.34280000e+00  1.34280000e+00  5.02540764e-01 
 1.34460000e+00  1.34460000e+00  5.02571825e-01 
 1.34640000e+00  1.34640000e+00  5.02602577e-01 
 1.34820000e+00  1.34820000e+00  5.02633024e-01 
 1.35000000e+00  1.35000000e+00  5.02663170e-01 
 1.35180000e+00  1.35180000e+00  5.02693020e-01 
 1.35360000e+00  1.35360000e+00  5.02722577e-01 
 1.35540000e+00  1.35540000e+00  5.02751846e-01 
 1.35720000e+00  1.35720000e+00  5.02780831e-01 
 1.35900000e+00  1.35900000e+00  5.02809536e-01 
 1.36080000e+00  1.36080000e+00  5.02837964e-01 
 1.36260000e+00  1.36260000e+00  5.02866120e-01 
 1.36440000e+00  1.36440000e+00  5.02894007e-01 
 1.36620000e+00  1.36620000e+00  5.02921630e-01 
 1.36800000e+00  1.36800000e+00  5.02948991e-01 
 1.36980000e+00  1.36980000e+00  5.02976094e-01 
 1.37160000e+00  1.37160000e+00  5.03002943e-01 
 1.37340000e+00  1.37340000e+00  5.03029541e-01 
 1.37520000e+00  1.37520000e+00  5.03055891e-01 
 1.37700000e+00  1.37700000e+00  5.03081997e-01 
 1.37880000e+00  1.37880000e+00  5.03107863e-01 
 1.38060000e+00  1.38060000e+00  5.03133491e-01 
 1.38240000e+00  1.38240000e+00  5.03158884e-01 
 1.38420000e+00  1.38420000e+00  5.03184045e-01 
 1.38600000e+00  1.38600000e+00  5.03208979e-01 
 1.38780000e+00  1.38780000e+00  5.03233687e-01 
 1.38960000e+00  1.38960000e+00  5.03258172e-01 
 1.39140000e+00  1.39140000e+00  5.03282438e-01 
 1.39320000e+00  1.39320000e+00  5.03306487e-01 
 1.39500000e+00  1.39500000e+00  5.03330322e-01 
 1.39680000e+00  1.39680000e+00  5.03353946e-01 
 1.39860000e+00  1.39860000e+00  5.03377362e-01 
 1.40040000e+00  1.40040000e+00  5.03400572e-01 
 1.40220000e+00  1.40220000e+00  5.03423578e-01 
 1.40400000e+00  1.40400000e+00  5.03446384e-01 
 1.40580000e+00  1.40580000e+00  5.03468992e-01 
 1.40760000e+00  1.40760000e+00  5.03491404e-01 
 1.40940000e+00  1.40940000e+00  5.03513623e-01 
 1.41120000e+00  1.41120000e+00  5.03535651e-01 
 1.41300000e+00  1.41300000e+00  5.03557491e-01 
 1.41480000e+00  1.41480000e+00  5.03579145e-01 
 1.41660000e+00  1.41660000e+00  5.03600615e-01 
 1.41840000e+00  1.41840000e+00  5.03621904e-01 
 1.42020000e+00  1.42020000e+00  5.03643013e-01 
 1.42200000e+00  1.42200000e+00  5.03663945e-01 
 1.42380000e+00  1.42380000e+00  5.03684703e-01 
 1.42560000e+00  1.42560000e+00  5.03705287e-01 
 1.42740000e+00  1.42740000e+00  5.03725701e-01 
 1.42920000e+00  1.42920000e+00  5.03745946e-01 
 1.43100000e+00  1.43100000e+00  5.03766024e-01 
 1.43280000e+00  1.43280000e+00  5.03785938e-01 
 1.43460000e+00  1.43460000e+00  5.03805689e-01 
 1.43640000e+00  1.43640000e+00  5.03825279e-01 
 1.43820000e+00  1.43820000e+00  5.03844710e-01 
 1.44000000e+00  1.44000000e+00  5.03863985e-01 
 1.44180000e+00  1.44180000e+00  5.03883104e-01 
 1.44360000e+00  1.44360000e+00  5.03902070e-01 
 1.44540000e+00  1.44540000e+00  5.03920884e-01 
 1.44720000e+00  1.44720000e+00  5.03939548e-01 
 1.44900000e+00  1.44900000e+00  5.03958065e-01 
 1.45080000e+00  1.45080000e+00  5.03976435e-01 
 1.45260000e+00  1.45260000e+00  5.03994660e-01 
 1.45440000e+00  1.45440000e+00  5.04012742e-01 
 1.45620000e+00  1.45620000e+00  5.04030683e-01 
 1.45800000e+00  1.45800000e+00  5.04048484e-01 
 1.45980000e+00  1.45980000e+00  5.04066146e-01 
 1.46160000e+00  1.46160000e+00  5.04083673e-01 
 1.46340000e+00  1.46340000e+00  5.04101064e-01 
 1.46520000e+00  1.46520000e+00  5.04118321e-01 
 1.46700000e+00  1.46700000e+00  5.04135446e-01 
 1.46880000e+00  1.46880000e+00  5.04152441e-01 
 1.47060000e+00  1.47060000e+00  5.04169306e-01 
 1.47240000e+00  1.47240000e+00  5.04186044e-01 
 1.47420000e+00  1.47420000e+00  5.04202655e-01 
 1.47600000e+00  1.47600000e+00  5.04219141e-01 
 1.47780000e+00  1.47780000e+00  5.04235504e-01 
 1.47960000e+00  1.47960000e+00  5.04251744e-01 
 1.48140000e+00  1.48140000e+00  5.04267864e-01 
 1.48320000e+00  1.48320000e+00  5.04283864e-01 
 1.48500000e+00  1.48500000e+00  5.04299745e-01 
 1.48680000e+00  1.48680000e+00  5.04315510e-01 
 1.48860000e+00  1.48860000e+00  5.04331159e-01 
 1.49040000e+00  1.49040000e+00  5.04346693e-01 
 1.49220000e+00  1.49220000e+00  5.04362114e-01 
 1.49400000e+00  1.49400000e+00  5.04377422e-01 
 1.49580000e+00  1.49580000e+00  5.04392620e-01 
 1.49760000e+00  1.49760000e+00  5.04407708e-01 
 1.49940000e+00  1.49940000e+00  5.04422688e-01 
 1.50120000e+00  1.50120000e+00  5.04437559e-01 
 1.50300000e+00  1.50300000e+00  5.04452325e-01 
 1.50480000e+00  1.50480000e+00  5.04466985e-01 
 1.50660000e+00  1.50660000e+00  5.04481541e-01 
 1.50840000e+00  1.50840000e+00  5.04495995e-01 
 1.51020000e+00  1.51020000e+00  5.04510346e-01 
 1.51200000e+00  1.51200000e+00  5.04524596e-01 
 1.51380000e+00  1.51380000e+00  5.04538746e-01 
 1.51560000e+00  1.51560000e+00  5.04552797e-01 
 1.51740000e+00  1.51740000e+00  5.04566751e-01 
 1.51920000e+00  1.51920000e+00  5.04580607e-01 
 1.52100000e+00  1.52100000e+00  5.04594368e-01 
 1.52280000e+00  1.52280000e+00  5.04608033e-01 
 1.52460000e+00  1.52460000e+00  5.04621605e-01 
 1.52640000e+00  1.52640000e+00  5.04635084e-01 
 1.52820000e+00  1.52820000e+00  5.04648470e-01 
 1.53000000e+00  1.53000000e+00  5.04661766e-01 
 1.53180000e+00  1.53180000e+00  5.04674971e-01 
 1.53360000e+00  1.53360000e+00  5.04688086e-01 
 1.53540000e+00  1.53540000e+00  5.04701113e-01 
 1.53720000e+00  1.53720000e+00  5.04714053e-01 
 1.53900000e+00  1.53900000e+00  5.04726906e-01 
 1.54080000e+00  1.54080000e+00  5.04739672e-01 
 1.54260000e+00  1.54260000e+00  5.04752354e-01 
 1.54440000e+00  1.54440000e+00  5.04764951e-01 
 1.54620000e+00  1.54620000e+00  5.04777465e-01 
 1.54800000e+00  1.54800000e+00  5.04789897e-01 
 1.54980000e+00  1.54980000e+00  5.04802246e-01 
 1.55160000e+00  1.55160000e+00  5.04814515e-01 
 1.55340000e+00  1.55340000e+00  5.04826703e-01 
 1.55520000e+00  1.55520000e+00  5.04838812e-01 
 1.55700000e+00  1.55700000e+00  5.04850842e-01 
 1.55880000e+00  1.55880000e+00  5.04862794e-01 
 1.56060000e+00  1.56060000e+00  5.04874668e-01 
 1.56240000e+00  1.56240000e+00  5.04886466e-01 
 1.56420000e+00  1.56420000e+00  5.04898189e-01 
 1.56600000e+00  1.56600000e+00  5.04909836e-01 
 1.56780000e+00  1.56780000e+00  5.04921409e-01 
 1.56960000e+00  1.56960000e+00  5.04932908e-01 
 1.57140000e+00  1.57140000e+00  5.04944334e-01 
 1.57320000e+00  1.57320000e+00  5.04955688e-01 
 1.57500000e+00  1.57500000e+00  5.04966970e-01 
 1.57680000e+00  1.57680000e+00  5.04978182e-01 
 1.57860000e+00  1.57860000e+00  5.04989322e-01 
 1.58040000e+00  1.58040000e+00  5.05000394e-01 
 1.58220000e+00  1.58220000e+00  5.05011396e-01 
 1.58400000e+00  1.58400000e+00  5.05022329e-01 
 1.58580000e+00  1.58580000e+00  5.05033195e-01 
 1.58760000e+00  1.58760000e+00  5.05043994e-01 
 1.58940000e+00  1.58940000e+00  5.05054726e-01 
 1.59120000e+00  1.59120000e+00  5.05065392e-01 
 1.59300000e+00  1.59300000e+00  5.05075993e-01 
 1.59480000e+00  1.59480000e+00  5.05086528e-01 
 1.59660000e+00  1.59660000e+00  5.05097000e-01 
 1.59840000e+00  1.59840000e+00  5.05107408e-01 
 1.60020000e+00  1.60020000e+00  5.05117753e-01 
 1.60200000e+00  1.60200000e+00  5.05128036e-01 
 1.60380000e+00  1.60380000e+00  5.05138256e-01 
 1.60560000e+00  1.60560000e+00  5.05148415e-01 
 1.60740000e+00  1.60740000e+00  5.05158513e-01 
 1.60920000e+00  1.60920000e+00  5.05168551e-01 
 1.61100000e+00  1.61100000e+00  5.05178529e-01 
 1.61280000e+00  1.61280000e+00  5.05188448e-01 
 1.61460000e+00  1.61460000e+00  5.05198308e-01 
 1.61640000e+00  1.61640000e+00  5.05208109e-01 
 1.61820000e+00  1.61820000e+00  5.05217853e-01 
 1.62000000e+00  1.62000000e+00  5.05227540e-01 
 1.62180000e+00  1.62180000e+00  5.05237170e-01 
 1.62360000e+00  1.62360000e+00  5.05246743e-01 
 1.62540000e+00  1.62540000e+00  5.05256261e-01 
 1.62720000e+00  1.62720000e+00  5.05265723e-01 
 1.62900000e+00  1.62900000e+00  5.05275131e-01 
 1.63080000e+00  1.63080000e+00  5.05284484e-01 
 1.63260000e+00  1.63260000e+00  5.05293783e-01 
 1.63440000e+00  1.63440000e+00  5.05303029e-01 
 1.63620000e+00  1.63620000e+00  5.05312222e-01 
 1.63800000e+00  1.63800000e+00  5.05321362e-01 
 1.63980000e+00  1.63980000e+00  5.05330450e-01 
 1.64160000e+00  1.64160000e+00  5.05339487e-01 
 1.64340000e+00  1.64340000e+00  5.05348472e-01 
 1.64520000e+00  1.64520000e+00  5.05357406e-01 
 1.64700000e+00  1.64700000e+00  5.05366290e-01 
 1.64880000e+00  1.64880000e+00  5.05375124e-01 
 1.65060000e+00  1.65060000e+00  5.05383908e-01 
 1.65240000e+00  1.65240000e+00  5.05392644e-01 
 1.65420000e+00  1.65420000e+00  5.05401330e-01 
 1.65600000e+00  1.65600000e+00  5.05409968e-01 
 1.65780000e+00  1.65780000e+00  5.05418558e-01 
 1.65960000e+00  1.65960000e+00  5.05427100e-01 
 1.66140000e+00  1.66140000e+00  5.05435596e-01 
 1.66320000e+00  1.66320000e+00  5.05444044e-01 
 1.66500000e+00  1.66500000e+00  5.05452446e-01 
 1.66680000e+00  1.66680000e+00  5.05460802e-01 
 1.66860000e+00  1.66860000e+00  5.05469112e-01 
 1.67040000e+00  1.67040000e+00  5.05477377e-01 
 1.67220000e+00  1.67220000e+00  5.05485597e-01 
 1.67400000e+00  1.67400000e+00  5.05493772e-01 
 1.67580000e+00  1.67580000e+00  5.05501903e-01 
 1.67760000e+00  1.67760000e+00  5.05509991e-01 
 1.67940000e+00  1.67940000e+00  5.05518034e-01 
 1.68120000e+00  1.68120000e+00  5.05526035e-01 
 1.68300000e+00  1.68300000e+00  5.05533992e-01 
 1.68480000e+00  1.68480000e+00  5.05541907e-01 
 1.68660000e+00  1.68660000e+00  5.05549780e-01 
 1.68840000e+00  1.68840000e+00  5.05557611e-01 
 1.69020000e+00  1.69020000e+00  5.05565401e-01 
 1.69200000e+00  1.69200000e+00  5.05573149e-01 
 1.69380000e+00  1.69380000e+00  5.05580857e-01 
 1.69560000e+00  1.69560000e+00  5.05588523e-01 
 1.69740000e+00  1.69740000e+00  5.05596150e-01 
 1.69920000e+00  1.69920000e+00  5.05603737e-01 
 1.70100000e+00  1.70100000e+00  5.05611284e-01 
 1.70280000e+00  1.70280000e+00  5.05618791e-01 
 1.70460000e+00  1.70460000e+00  5.05626260e-01 
 1.70640000e+00  1.70640000e+00  5.05633690e-01 
 1.70820000e+00  1.70820000e+00  5.05641081e-01 
 1.71000000e+00  1.71000000e+00  5.05648434e-01 
 1.71180000e+00  1.71180000e+00  5.05655750e-01 
 1.71360000e+00  1.71360000e+00  5.05663028e-01 
 1.71540000e+00  1.71540000e+00  5.05670268e-01 
 1.71720000e+00  1.71720000e+00  5.05677472e-01 
 1.71900000e+00  1.71900000e+00  5.05684639e-01 
 1.72080000e+00  1.72080000e+00  5.05691769e-01 
 1.72260000e+00  1.72260000e+00  5.05698864e-01 
 1.72440000e+00  1.72440000e+00  5.05705922e-01 
 1.72620000e+00  1.72620000e+00  5.05712945e-01 
 1.72800000e+00  1.72800000e+00  5.05719932e-01 
 1.72980000e+00  1.72980000e+00  5.05726884e-01 
 1.73160000e+00  1.73160000e+00  5.05733801e-01 
